中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,41 ms,543 Mbps,69529 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,46 ms,560 Mbps,71782 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,16 ms,147 Mbps,18841 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,19 ms,442 Mbps,56627 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,16 ms,1288 Mbps,164864 kB/s
35.197.23.75,443,35.212.201.120,US,Seattle,隧道,49 ms,613 Mbps,78540 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,58 ms,437 Mbps,56012 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,34 ms,640 Mbps,81920 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,68 ms,368 Mbps,47104 kB/s
35.230.79.26,443,35.212.201.120,US,Seattle,隧道,47 ms,631 Mbps,80793 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,134 ms,30 Mbps,3924 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,40 ms,334 Mbps,42803 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,65 ms,368 Mbps,47104 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,46 ms,345 Mbps,44236 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,27 ms,43 Mbps,5599 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,79 ms,45 Mbps,5815 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,19 ms,1384 Mbps,177152 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,143 ms,141 Mbps,18124 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,129 ms,40 Mbps,5225 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,151 ms,137 Mbps,17612 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,121 ms,187 Mbps,23961 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,39 ms,425 Mbps,54476 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,86 ms,47 Mbps,6078 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,10 ms,896 Mbps,114688 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,139 ms,136 Mbps,17510 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,147 ms,157 Mbps,20172 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,136 ms,183 Mbps,23449 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,143 ms,42 Mbps,5489 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,25 ms,0 Mbps,50 kB/s
152.70.61.199,443,2606:f240:f00:46c4:0:5016:a068:62ab,US,Frankfurt,隧道,149 ms,136 Mbps,17510 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,73 ms,2 Mbps,340 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,202 ms,3 Mbps,391 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,154 ms,41 Mbps,5316 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,137 ms,124 Mbps,15872 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,108 ms,26 Mbps,3381 kB/s
