中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.138.241,443,192.9.138.241,US,San Jose,中转,54 ms,418 Mbps,53555 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,476 Mbps,60928 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,13 ms,968 Mbps,123904 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,59 ms,43 Mbps,5548 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,61 ms,406 Mbps,52019 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,395 Mbps,50585 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,52 ms,45 Mbps,5856 kB/s
47.253.206.29,443,47.253.206.29,US,Ashburn,中转,21 ms,25 Mbps,3238 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,76 ms,720 Mbps,92262 kB/s
35.230.79.26,443,34.168.0.3,US,San Jose,隧道,51 ms,469 Mbps,60108 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,102 ms,176 Mbps,22630 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,377 Mbps,48332 kB/s
35.197.23.75,443,34.168.0.3,US,San Jose,隧道,61 ms,440 Mbps,56422 kB/s
34.82.76.253,443,34.82.87.23,US,San Jose,隧道,110 ms,475 Mbps,60825 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,101 ms,198 Mbps,25395 kB/s
193.122.59.252,443,2606:f240:f00:2be4:0:d2b5:40e4:c93f,US,Frankfurt,隧道,114 ms,188 Mbps,24166 kB/s
129.159.25.226,443,2606:f240:f00:46c4:0:a4b:2e5e:bd2e,US,Frankfurt,隧道,114 ms,181 Mbps,23244 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,57 ms,355 Mbps,45465 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,47 Mbps,6067 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,53 ms,416 Mbps,53350 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,178 Mbps,22835 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,94 ms,266 Mbps,34099 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,198 Mbps,25395 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,180 Mbps,23040 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,441 Mbps,56524 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,166 ms,40 Mbps,5210 kB/s
192.9.158.188,443,2a09:bac1:76c0:1cf0::1d3:70,US,San Jose,隧道,53 ms,188 Mbps,24166 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,68 ms,144 Mbps,18534 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,50 ms,452 Mbps,57958 kB/s
