中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,21 ms,992 Mbps,126976 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,2384 Mbps,305152 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,27 ms,888 Mbps,113664 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,33 ms,245 Mbps,31436 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,23 ms,944 Mbps,120832 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,22 ms,19 Mbps,2543 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,17 ms,912 Mbps,116736 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,687 Mbps,87961 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,127 ms,349 Mbps,44748 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,136 ms,234 Mbps,30003 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,346 Mbps,44339 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,79 ms,415 Mbps,53145 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,49 ms,299 Mbps,38297 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,23 ms,536 Mbps,68710 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,84 ms,6 Mbps,806 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,91 ms,38 Mbps,4924 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,135 ms,41 Mbps,5265 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,24 ms,450 Mbps,57651 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,179 ms,97 Mbps,12492 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,160 ms,132 Mbps,16896 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,169 ms,30 Mbps,3867 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,72 ms,33 Mbps,4316 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,183 ms,3 Mbps,437 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,128 ms,156 Mbps,19968 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,80 ms,49 Mbps,6274 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,152 ms,45 Mbps,5833 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,178 ms,117 Mbps,15052 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,171 ms,113 Mbps,14540 kB/s
130.162.144.191,443,2a09:bac1:3f40:90::22:108,KR,Seoul,隧道,161 ms,39 Mbps,5022 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,71 ms,42 Mbps,5391 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,167 ms,41 Mbps,5339 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,157 ms,41 Mbps,5260 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,4 ms,872 Mbps,111616 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,80 ms,16 Mbps,2098 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,174 ms,38 Mbps,4985 kB/s
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,197 ms,95 Mbps,12185 kB/s
152.70.49.76,443,2606:f240:f00:a683:0:6344:2a40:205d,US,Frankfurt,隧道,169 ms,105 Mbps,13516 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,166 ms,112 Mbps,14336 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,179 ms,132 Mbps,16998 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,147 ms,141 Mbps,18124 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,70 ms,41 Mbps,5281 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,188 ms,112 Mbps,14438 kB/s
144.22.252.124,443,144.22.252.124,BR,S
