中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,41 ms,571 Mbps,73113 kB/s
129.146.7.98,443,2a09:bac5:60e9:78::c:344,US,Los Angeles,隧道,88 ms,66 Mbps,8550 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,85 ms,422 Mbps,54067 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,20 ms,65 Mbps,8350 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,38 ms,568 Mbps,72704 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,39 ms,497 Mbps,63692 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,297 Mbps,38092 kB/s
34.82.76.253,443,34.19.48.92,US,Seattle,隧道,90 ms,364 Mbps,46694 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,70 ms,364 Mbps,46592 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,11 ms,728 Mbps,93286 kB/s
43.153.80.208,443,43.153.80.208,US,463 Mbps,59289 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,91 ms,295 Mbps,37785 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,79 ms,309 Mbps,39628 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,126 ms,324 Mbps,41574 kB/s
158.101.15.48,443,158.101.15.48,US,Los Angeles,中转,84 ms,288 Mbps,36966 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,119 ms,348 Mbps,44646 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,113 ms,4 Mbps,637 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,103 ms,436 Mbps,55910 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,109 ms,136 Mbps,17510 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,219 Mbps,28057 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,93 ms,45 Mbps,5764 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,148 ms,221 Mbps,28364 kB/s
