中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,76 ms,371 Mbps,47513 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,17 ms,704 Mbps,90214 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,16 ms,65 Mbps,8383 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,84 ms,333 Mbps,42700 kB/s
141.147.69.55,443,2a0b:21c0:1007:c9:0:f0da:9aa8:2c6f,DE,Frankfurt,隧道,92 ms,212 Mbps,27136 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,33 ms,161 Mbps,20684 kB/s
132.145.246.210,443,2606:f240:f00:a683:0:be05:b044:5e66,US,Frankfurt,隧道,90 ms,290 Mbps,37171 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,19 ms,70 Mbps,9059 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,32 ms,492 Mbps,63078 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,41 Mbps,5278 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,313 Mbps,40140 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,74 ms,345 Mbps,44236 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,49 ms,620 Mbps,79360 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,86 ms,255 Mbps,32665 kB/s
158.101.210.88,443,209.177.81.218,DE,Frankfurt,隧道,114 ms,236 Mbps,30208 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,401 Mbps,51404 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,110 ms,225 Mbps,28876 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,116 Mbps,14950 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,85 ms,39 Mbps,5045 kB/s
141.148.226.100,443,2a0b:21c0:100a:1fa:0:773e:25f1:7990,DE,Frankfurt,隧道,97 ms,207 Mbps,26521 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,75 ms,195 Mbps,24985 kB/s
47.90.141.204,443,91.149.239.198,US,Los Angeles,隧道,5 ms,40 Mbps,5161 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,82 ms,261 Mbps,33484 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,314 Mbps,40243 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,89 ms,436 Mbps,55910 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,87 ms,44 Mbps,5649 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,247 Mbps,31641 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,210 ms,14 Mbps,1836 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,97 ms,50 Mbps,6494 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,247 Mbps,31641 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,74 ms,43 Mbps,5594 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,81 ms,373 Mbps,47820 kB/s
130.162.42.91,443,2a0b:21c0:1007:1cb:0:41b8:2ff7:7615,DE,Frankfurt,隧道,104 ms,238 Mbps,30515 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,175 ms,132 Mbps,16998 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,64 ms,49 Mbps,6372 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,78 ms,46 Mbps,5958 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,77 ms,0 Mbps,87 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,242 ms,110 Mbps,14131 kB/s
141.148.243.175,443,98.98.166.198,US,Frankfurt,隧道,102 ms,247 Mbps,31641 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,92 ms,44 Mbps,5739 kB/s
8.219.110.248,443,8.219.116.219,SG,Singapore,隧道,247 ms,19 Mbps,2539 kB/s
141.148.229.232,443,2a0b:21c0:1007:1c9:0:573e:e79a:f3a8,DE,Frankfurt,隧道,91 ms,142 Mbps,18227 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,69 ms,46 Mbps,5976 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,85 ms,39 Mbps,5093 kB/s
8.219.162.70,443,8.219.142.198,SG,Singapore,隧道,247 ms,56 Mbps,7236 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,225 ms,2 Mbps,300 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,92 ms,26 Mbps,3342 kB/s
8.222.153.225,443,47.236.1.53,SG,Singapore,隧道,264 ms,52 Mbps,6777 kB/s
141.148.220.141,443,2a09:bac1:36e0:18::2a7:c8,IN,Mumbai,隧道,236 ms,36 Mbps,4633 kB/s
