中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,17 ms,468 Mbps,60006 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,29 ms,484 Mbps,61952 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,1 ms,114 Mbps,14643 kB/s
47.90.141.204,443,91.149.239.70,US,Los Angeles,隧道,2 ms,3 Mbps,482 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,185 Mbps,23756 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,1 ms,22 Mbps,2924 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,80 ms,226 Mbps,28979 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,35 ms,437 Mbps,56012 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,68 ms,378 Mbps,48435 kB/s
35.230.79.26,443,35.212.215.237,US,Seattle,隧道,72 ms,432 Mbps,55296 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,100 ms,292 Mbps,37478 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,250 Mbps,32051 kB/s
35.197.23.75,443,35.212.215.237,US,Seattle,隧道,84 ms,360 Mbps,46182 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,83 ms,44 Mbps,5681 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,67 ms,46 Mbps,5995 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,220 Mbps,28160 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,260 Mbps,33280 kB/s
129.146.7.98,443,2a09:bac5:60ea:1173::1bd:fd,US,Los Angeles,隧道,69 ms,64 Mbps,8300 kB/s
158.101.220.192,443,2606:f240:f00:5a42:0:5145:c7d6:9e68,US,Frankfurt,隧道,91 ms,251 Mbps,32153 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,101 ms,296 Mbps,37888 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,91 ms,324 Mbps,41574 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,99 ms,15 Mbps,2023 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,84 ms,226 Mbps,28979 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,44 Mbps,5721 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,45 Mbps,5788 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,96 ms,51 Mbps,6632 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,113 ms,284 Mbps,36352 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,206 ms,121 Mbps,15564 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,101 ms,48 Mbps,6176 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,72 ms,342 Mbps,43827 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,187 ms,129 Mbps,16588 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,77 ms,252 Mbps,32256 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,227 ms,99 Mbps,12697 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,99 ms,48 Mbps,6144 kB/s
168.138.149.17,443,168.138.149.17,BR,S
