中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.236.101,443,198.23.236.101,US,San Jose,中转,84 ms,288 Mbps,36864 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,44 Mbps,5665 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,68 ms,46 Mbps,5893 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,26 ms,399 Mbps,51097 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,61 ms,46 Mbps,5978 kB/s
150.136.240.243,443,150.136.240.243,US,Atlanta,中转,7 ms,419 Mbps,53657 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,24 ms,545 Mbps,69836 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,530 Mbps,67891 kB/s
129.146.134.77,443,2a09:bac1:76a0:e18::c:357,US,Los Angeles,隧道,72 ms,42 Mbps,5426 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,103 ms,206 Mbps,26419 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,90 ms,400 Mbps,51302 kB/s
193.122.197.111,443,193.122.197.111,,Toronto,中转,0 ms,329 Mbps,42188 kB/s
129.146.46.164,443,129.146.46.164,252 Mbps,32358 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,25 ms,499 Mbps,63897 kB/s
35.230.79.26,443,34.168.250.177,US,Seattle,隧道,73 ms,331 Mbps,42393 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,64 ms,258 Mbps,33075 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,392 Mbps,50176 kB/s
43.153.80.208,443,43.153.80.208,,San Jose,中转,0 ms,390 Mbps,49971 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,98 ms,193 Mbps,24780 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,64 ms,75 Mbps,9688 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,92 ms,284 Mbps,36454 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,73 ms,346 Mbps,44339 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,101 ms,301 Mbps,38604 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,77 ms,288 Mbps,36864 kB/s
35.197.23.75,443,34.168.250.177,US,Seattle,隧道,69 ms,353 Mbps,45260 kB/s
3.66.115.225,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,92 ms,263 Mbps,33689 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,116 ms,251 Mbps,32153 kB/s
18.156.209.101,443,3.68.128.205,DE,,隧道,113 ms,257 Mbps,32972 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::4:345,US,San Jose,隧道,79 ms,76 Mbps,9753 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,90 ms,321 Mbps,41164 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,274 Mbps,35123 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,231 Mbps,29593 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,104 ms,6 Mbps,772 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,145 ms,232 Mbps,29798 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,212 Mbps,27136 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,88 ms,43 Mbps,5528 kB/s
144.21.37.87,443,2a0b:21c0:100a:1b6:0:2818:d7b0:aa6c,DE,Frankfurt,隧道,98 ms,118 Mbps,15155 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,74 ms,116 Mbps,14950 kB/s
150.230.122.76,443,150.230.122.76,GB,London,中转,108 ms,215 Mbps,27545 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,169 ms,144 Mbps,18534 kB/s
129.153.126.67,443,2a09:bac5:60eb:183c::26a:2a,US,Los Angeles,隧道,115 ms,33 Mbps,4242 kB/s
141.147.111.14,443,163.123.193.8,DE,Frankfurt,隧道,158 ms,205 Mbps,26316 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,206 ms,74 Mbps,9522 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,205 ms,332 Mbps,42496 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,165 ms,77 Mbps,9919 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,136 Mbps,17408 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,31 ms,367 Mbps,47001 kB/s
152.67.44.30,443,152.67.44.30,BR,São Paulo,中转,133 ms,47 Mbps,6081 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,172 ms,32 Mbps,4213 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,187 ms,113 Mbps,14540 kB/s
150.230.221.148,443,150.230.221.148,JP,Tokyo,中转,221 ms,64 Mbps,8256 kB/s
