中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,28 ms,649 Mbps,83148 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,30 ms,464 Mbps,59494 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,8 ms,440 Mbps,56320 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,44 ms,477 Mbps,61132 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,4 ms,7 Mbps,955 kB/s
141.144.199.182,443,2a0b:21c0:100a:1b2:0:cca6:489:b50a,DE,Frankfurt,隧道,87 ms,135 Mbps,17305 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,13 ms,84 Mbps,10854 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,244 Mbps,31232 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,89 ms,24 Mbps,3122 kB/s
35.197.23.75,443,35.212.201.120,US,Seattle,隧道,76 ms,380 Mbps,48640 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,234 Mbps,30003 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,20 ms,50 Mbps,6466 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,113 ms,42 Mbps,5447 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,83 ms,387 Mbps,49561 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,272 Mbps,34918 kB/s
47.90.141.204,443,91.149.239.70,US,Los Angeles,隧道,29 ms,38 Mbps,4877 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,96 ms,46 Mbps,5941 kB/s
143.47.185.119,443,2a0b:21c0:1007:1c8:0:9b1d:610b:5b43,DE,Frankfurt,隧道,105 ms,220 Mbps,28160 kB/s
158.101.215.51,443,2a0b:21c0:1007:c9:0:3778:7eda:dad,DE,Frankfurt,隧道,113 ms,264 Mbps,33792 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,121 Mbps,15564 kB/s
129.146.111.62,443,129.146.111.62,US,Los Angeles,中转,91 ms,319 Mbps,40857 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:a5,US,Los Angeles,隧道,72 ms,70 Mbps,9074 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,104 ms,6 Mbps,884 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,83 ms,428 Mbps,54886 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,92 ms,356 Mbps,45670 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,82 ms,332 Mbps,42496 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,88 ms,43 Mbps,5558 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,101 ms,245 Mbps,31436 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,100 ms,24 Mbps,3176 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,13 ms,108 Mbps,13926 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,212 ms,75 Mbps,9690 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,193 ms,117 Mbps,15052 kB/s
150.230.63.93,443,150.230.63.93,,colo.txt:Osaka,中转,0 ms,32 Mbps,4219 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,182 ms,77 Mbps,9928 kB/s
132.145.66.58,443,2a0b:21c0:1007:1c7:0:f5bd:8091:ad8e,DE,Frankfurt,隧道,102 ms,128 Mbps,16486 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,103 ms,43 Mbps,5537 kB/s
8.222.161.125,443,8.222.222.65,SG,Singapore,隧道,247 ms,54 Mbps,6936 kB/s
168.138.194.74,443,168.138.194.74,JP,Tokyo,中转,233 ms,66 Mbps,8572 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,224 ms,88 Mbps,11264 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,245 ms,2 Mbps,265 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,95 ms,257 Mbps,32972 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,168 Mbps,21504 kB/s
8.219.110.248,443,47.245.127.33,SG,Singapore,隧道,235 ms,39 Mbps,5106 kB/s
141.147.165.93,443,141.147.165.93,JP,Tokyo,中转,225 ms,32 Mbps,4222 kB/s
152.67.96.55,443,152.67.96.55,AU,Sydney,中转,236 ms,32 Mbps,4199 kB/s
8.213.237.199,443,8.213.237.199,TH,Bangkok,中转,260 ms,56 Mbps,7254 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,197 ms,39 Mbps,5061 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,115 ms,37 Mbps,4764 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,267 Mbps,34201 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,251 ms,58 Mbps,7480 kB/s
8.212.48.236,443,47.76.21.100,HK,Hong Kong,隧道,245 ms,64 Mbps,8292 kB/s
47.57.245.232,443,47.254.73.153,US,San Jose,隧道,232 ms,0 Mbps,20 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,243 ms,32 Mbps,4167 kB/s
158.178.238.239,443,104.28.222.43,SG,Singapore,隧道,241 ms,32 Mbps,4098 kB/s
150.230.201.73,443,2602:ffe4:407:20d9:0:9e2b:82bd:37a2,SG,Singapore,隧道,252 ms,56 Mbps,7211 kB/s
8.219.202.225,443,8.222.236.107,SG,Singapore,隧道,265 ms,62 Mbps,7978 kB/s
8.219.248.131,443,8.222.222.65,SG,Singapore,隧道,298 ms,55 Mbps,7074 kB/s
