中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,28 ms,303 Mbps,38809 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,65 ms,336 Mbps,43008 kB/s
129.146.7.98,443,2a09:bac5:60ec:1846::26b:7c,US,Los Angeles,隧道,18 ms,81 Mbps,10444 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,45 ms,8 Mbps,1142 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,34 ms,686 Mbps,87859 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,133 ms,35 Mbps,4542 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,50 ms,82 Mbps,10547 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,132 ms,388 Mbps,49766 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,43 ms,2248 Mbps,287744 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,45 ms,1832 Mbps,234496 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,22 ms,880 Mbps,112640 kB/s
129.146.111.62,443,129.146.111.62,US,Los Angeles,中转,17 ms,872 Mbps,111616 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,colo.txt:Los Angeles,隧道,0 ms,65 Mbps,8331 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,55 ms,904 Mbps,115712 kB/s
129.146.168.102,443,104.28.237.112,US,Los Angeles,隧道,37 ms,43 Mbps,5520 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,24 ms,904 Mbps,115712 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,65 ms,678 Mbps,86835 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,31 ms,441 Mbps,56524 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,129 ms,134 Mbps,17203 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,42 ms,288 Mbps,36864 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,67 ms,46 Mbps,5962 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,61 ms,47 Mbps,6072 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::1d2:58,US,San Jose,隧道,74 ms,180 Mbps,23142 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,64 ms,7 Mbps,906 kB/s
